t,event,task,x,y,deadline,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
31.394,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.40s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.449,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.46s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.504,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.51s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.559,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.57s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.614,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.62s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.665,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.67s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.719,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.73s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.774,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.78s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.829,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.84s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.881,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.89s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.935,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.94s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.990,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.00s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.044,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.05s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.099,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.11s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.154,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.16s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.210,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.22s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.265,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.27s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.319,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.33s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.374,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.38s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.429,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.44s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.483,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.49s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.536,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.55s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.591,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.60s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.645,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.65s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.699,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.71s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.754,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.76s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.807,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.82s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.862,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.87s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.917,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.93s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
32.967,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=32.98s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.019,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.03s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.074,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.08s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.129,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.14s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.184,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.19s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.239,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.25s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.294,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.30s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.349,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.36s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.400,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.41s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.455,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.46s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.509,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.52s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.564,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.57s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.619,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.63s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.674,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.68s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.730,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.74s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.785,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.79s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.839,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.85s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.894,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.90s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.945,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=33.95s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
33.999,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=34.01s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
34.054,miss,1,1.860,0.000,34.022,deadline,1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
34.054,start,2,1.860,0.000,54.022,new goal window,1,0.0500,0,-inf,1,0.3000,0,-inf,0.000,0.300
35.024,pose,2,2.129,0.019,54.022,,1,0.0500,0,-3.7505,1,0.0174,0,-3.7505,0.283,0.300
36.041,pose,2,2.412,0.052,54.022,,1,0.0500,0,-3.4656,1,0.0198,0,-3.4656,0.271,0.300
37.065,pose,2,2.695,0.087,54.022,,1,0.0500,0,-3.1806,1,0.0234,0,-3.1806,0.272,0.300
38.089,pose,2,2.978,0.122,54.022,,1,0.0500,0,-2.8956,1,0.0067,0,-2.8956,0.283,0.300
39.106,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
40.118,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
41.141,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
42.171,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
43.195,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
44.214,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
45.243,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
46.271,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
47.297,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
48.321,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
49.361,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
50.395,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
51.436,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
52.470,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
53.504,pose,2,2.993,0.124,54.022,HCD: prevent entering A,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
54.047,miss,2,2.993,0.124,54.022,deadline,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
54.047,idle,,2.993,0.124,,,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,0.000,0.300
54.047,end,,,,,all done,1,0.0500,0,-2.8806,1,0.3000,0,-2.8806,,
